Time,Temperature (°C),Humidity (%),Sensor 0 (V),Sensor 1 (V),Sensor 2 (V),Sensor 3 (V),Sensor 4 (V),Sensor 5 (V),Sensor 6 (V),Sensor 7 (V)
100,0.56114,0.57814,0.57927,0.55952,0.53964,0.59864,0.53989,0.58964
101,0.57852,0.57039,0.57114,0.57702,0.59989,0.54877,0.59989,0.53914
102,0.56627,0.56664,0.58739,0.56339,0.56564,0.58914,0.55839,0.60052
103,0.56939,0.58027,0.57039,0.56814,0.55039,0.57014,0.56639,0.56514
104,0.57777,0.56214,0.58052,0.57539,0.59277,0.54389,0.58064,0.55052
105,0.56139,0.57752,0.58002,0.55952,0.54127,0.59802,0.53989,0.59114
106,0.57839,0.57177,0.56977,0.57752,0.59964,0.55089,0.59989,0.54014
107,0.56702,0.56677,0.58739,0.56414,0.56602,0.58452,0.56064,0.59839
108,0.56814,0.58027,0.57089,0.56702,0.54777,0.57202,0.56289,0.56527
109,0.57789,0.56227,0.58039,0.57564,0.59477,0.54289,0.58277,0.54839
110,0.56127,0.57677,0.58152,0.56014,0.54314,0.59927,0.53902,0.59264
111,0.57802,0.57164,0.56952,0.57714,0.59714,0.55339,0.60027,0.54214
112,0.56752,0.56577,0.58689,0.56464,0.56752,0.58164,0.56227,0.59802
113,0.56839,0.58039,0.57064,0.56739,0.54727,0.57327,0.56027,0.56552
114,0.57839,0.56364,0.57839,0.57602,0.59477,0.54214,0.58402,0.54752
115,0.56177,0.57702,0.58102,0.55977,0.54464,0.59889,0.53939,0.59439
116,0.57814,0.57227,0.56914,0.57689,0.59439,0.55564,0.60027,0.54302
117,0.56827,0.56539,0.58639,0.56602,0.56689,0.57839,0.56264,0.59577
118,0.56677,0.58077,0.57227,0.56639,0.54627,0.57464,0.55677,0.56639
119,0.57814,0.56277,0.57789,0.57639,0.59577,0.54139,0.58564,0.54602
120,0.56127,0.57589,0.58177,0.55964,0.54727,0.59939,0.53977,0.59552
121,0.57777,0.57252,0.56952,0.57664,0.59277,0.55664,0.60027,0.54477
122,0.56827,0.56439,0.58677,0.56702,0.56814,0.57539,0.56414,0.59439
123,0.56627,0.57977,0.57202,0.56414,0.54527,0.57652,0.55652,0.56639
124,0.57814,0.56402,0.57802,0.57652,0.59714,0.54327,0.58627,0.54614
125,0.56114,0.57602,0.58289,0.55889,0.54689,0.59914,0.53964,0.59589
126,0.57777,0.57352,0.56889,0.57627,0.59239,0.55852,0.60002,0.54527
127,0.56889,0.56502,0.58652,0.56514,0.56739,0.57364,0.56377,0.59452
128,0.56652,0.58139,0.57252,0.56577,0.54489,0.57777,0.55502,0.56664
129,0.57827,0.56302,0.57727,0.57564,0.59764,0.54177,0.58864,0.54514
130,0.56164,0.57427,0.58277,0.55964,0.54839,0.60027,0.53939,0.59664
131,0.57689,0.57389,0.56864,0.57614,0.59139,0.55827,0.60052,0.54627
132,0.56902,0.56352,0.58677,0.56689,0.56877,0.57164,0.56539,0.59264
133,0.56652,0.58164,0.57264,0.56502,0.54452,0.57877,0.55377,0.56739
134,0.57889,0.56402,0.57689,0.57689,0.59802,0.54089,0.58964,0.54464
135,0.56164,0.57527,0.58314,0.55952,0.54802,0.60077,0.53939,0.59702
136,0.57689,0.57452,0.56827,0.57627,0.59002,0.55914,0.60077,0.54589
137,0.56964,0.56427,0.58614,0.56764,0.57002,0.56939,0.56427,0.59177
138,0.56589,0.58089,0.57277,0.56564,0.54489,0.58089,0.55277,0.56702
